filename, Word, Count
Clinton_1999.txt,b'IRAs',1
Clinton_1999.txt,b'Prevention',1
Clinton_1999.txt,b'Today',6
Clinton_1999.txt,b'corner',1
Clinton_1999.txt,b'Race',1
Clinton_1999.txt,b'Angeles',1
Clinton_1999.txt,b'Specifically',1
Clinton_1999.txt,b'local',4
Clinton_1999.txt,b'15',5
Clinton_1999.txt,b'far',3
Clinton_1999.txt,b'world',15
Clinton_1999.txt,b'turn',3
Clinton_1999.txt,b'ways',3
Clinton_1999.txt,b'Two',1
Clinton_1999.txt,b'drastic',1
Clinton_1999.txt,b'clash',1
Clinton_1999.txt,b'rewards',1
Clinton_1999.txt,b'level',2
Clinton_1999.txt,b'methods',1
Clinton_1999.txt,b'Captain',2
Clinton_1999.txt,b'science',2
Clinton_1999.txt,b'uncertainty',1
Clinton_1999.txt,b'my',4
Clinton_1999.txt,b'citizen',1
Clinton_1999.txt,b'lift',2
Clinton_1999.txt,b'outperform',1
Clinton_1999.txt,b'enhance',1
Clinton_1999.txt,b'Habitat',1
Clinton_1999.txt,b'must',48
Clinton_1999.txt,b'Japan',2
Clinton_1999.txt,b'grow',2
Clinton_1999.txt,b'terrorists',1
Clinton_1999.txt,b'speaker',1
Clinton_1999.txt,b'partnerships',1
Clinton_1999.txt,b'lasts',1
Clinton_1999.txt,b'fully',2
Clinton_1999.txt,b'passionately',1
Clinton_1999.txt,b'care',14
Clinton_1999.txt,b'wealth',2
Clinton_1999.txt,b'aside',2
Clinton_1999.txt,b'represented',1
Clinton_1999.txt,b'Dominicans',1
Clinton_1999.txt,b'heartbroken',1
Clinton_1999.txt,b'missed',2
Clinton_1999.txt,b'bought',1
Clinton_1999.txt,b'fiscally',1
Clinton_1999.txt,b'information',3
Clinton_1999.txt,b'extra',1
Clinton_1999.txt,b'partners',1
Clinton_1999.txt,b'State',3
Clinton_1999.txt,b'Union',3
Clinton_1999.txt,b'war',1
Clinton_1999.txt,b'tell',1
Clinton_1999.txt,b'transition',1
Clinton_1999.txt,b'disabilities',1
Clinton_1999.txt,b'his',1
Clinton_1999.txt,b'longterm',4
Clinton_1999.txt,b'toward',2
Clinton_1999.txt,b'common',4
Clinton_1999.txt,b'Tonight',9
Clinton_1999.txt,b'bars',1
Clinton_1999.txt,b'member',1
Clinton_1999.txt,b'flawlessly',1
Clinton_1999.txt,b'therefore',1
Clinton_1999.txt,b'Pell',1
Clinton_1999.txt,b'who',18
Clinton_1999.txt,b'enact',1
Clinton_1999.txt,b'chooses',1
Clinton_1999.txt,b'sitting',2
Clinton_1999.txt,b'trust',2
Clinton_1999.txt,b'workplace',1
Clinton_1999.txt,b'also',8
Clinton_1999.txt,b'handgun',1
Clinton_1999.txt,b'lose',2
Clinton_1999.txt,b'cover',2
Clinton_1999.txt,b'race',1
Clinton_1999.txt,b'chosen',1
Clinton_1999.txt,b'traffic',1
Clinton_1999.txt,b'exactly',1
Clinton_1999.txt,b'peace',8
Clinton_1999.txt,b'military',1
Clinton_1999.txt,b'family',5
Clinton_1999.txt,b'reward',1
Clinton_1999.txt,b'shape',1
Clinton_1999.txt,b'mountaintop',1
Clinton_1999.txt,b'prejudice',1
Clinton_1999.txt,b'Whether',1
Clinton_1999.txt,b'creativity',1
Clinton_1999.txt,b'look',6
Clinton_1999.txt,b'He',2
Clinton_1999.txt,b'53',1
Clinton_1999.txt,b'maintain',1
Clinton_1999.txt,b'materials',1
Clinton_1999.txt,b'problems',1
Clinton_1999.txt,b'socalled',1
Clinton_1999.txt,b'First',5
Clinton_1999.txt,b'18',1
Clinton_1999.txt,b'encouraging',1
Clinton_1999.txt,b'troops',3
Clinton_1999.txt,b'limits',1
Clinton_1999.txt,b'lawmakers',1
Clinton_1999.txt,b'While',1
Clinton_1999.txt,b'classrooms',1
Clinton_1999.txt,b'sought',1
Clinton_1999.txt,b'Florida',1
Clinton_1999.txt,b'could',3
Clinton_1999.txt,b'near',1
Clinton_1999.txt,b'welfare',3
Clinton_1999.txt,b'prepare',2
Clinton_1999.txt,b'felons',1
Clinton_1999.txt,b'freedom',2
Clinton_1999.txt,b'1985',1
Clinton_1999.txt,b'closed',1
Clinton_1999.txt,b'flood',1
Clinton_1999.txt,b'amidst',1
Clinton_1999.txt,b'outlined',1
Clinton_1999.txt,b'UN',1
Clinton_1999.txt,b'defense',2
Clinton_1999.txt,b'full',1
Clinton_1999.txt,b'inflation',1
Clinton_1999.txt,b'pass',5
Clinton_1999.txt,b'liberty',3
Clinton_1999.txt,b'reform',4
Clinton_1999.txt,b'5',2
Clinton_1999.txt,b'laws',2
Clinton_1999.txt,b'worked',2
Clinton_1999.txt,b'Thats',2
Clinton_1999.txt,b'products',1
Clinton_1999.txt,b'tutor',1
Clinton_1999.txt,b'protecting',2
Clinton_1999.txt,b'young',3
Clinton_1999.txt,b'stop',2
Clinton_1999.txt,b'making',1
Clinton_1999.txt,b'support',25
Clinton_1999.txt,b'Desert',1
Clinton_1999.txt,b'end',4
Clinton_1999.txt,b'by',32
Clinton_1999.txt,b'grades',2
Clinton_1999.txt,b'2',1
Clinton_1999.txt,b'descendants',1
Clinton_1999.txt,b'blocked',1
Clinton_1999.txt,b'fire',1
Clinton_1999.txt,b'strengthened',1
Clinton_1999.txt,b'propose',11
Clinton_1999.txt,b'hook',1
Clinton_1999.txt,b'10year',1
Clinton_1999.txt,b'rebuilt',1
Clinton_1999.txt,b'actually',2
Clinton_1999.txt,b'digital',1
Clinton_1999.txt,b'court',1
Clinton_1999.txt,b'Gore',3
Clinton_1999.txt,b'hospital',1
Clinton_1999.txt,b'spark',1
Clinton_1999.txt,b'gap',3
Clinton_1999.txt,b'Cold',2
Clinton_1999.txt,b'students',4
Clinton_1999.txt,b'baby',3
Clinton_1999.txt,b'other',20
Clinton_1999.txt,b'may',3
Clinton_1999.txt,b'safe',1
Clinton_1999.txt,b'provided',1
Clinton_1999.txt,b'afterschool',2
Clinton_1999.txt,b'strengthen',6
Clinton_1999.txt,b'Finally',1
Clinton_1999.txt,b'Agenda',1
Clinton_1999.txt,b'12thgraders',1
Clinton_1999.txt,b'region',1
Clinton_1999.txt,b'big',2
Clinton_1999.txt,b'War',4
Clinton_1999.txt,b'can',24
Clinton_1999.txt,b'efforts',7
Clinton_1999.txt,b'relief',1
Clinton_1999.txt,b'oldest',1
Clinton_1999.txt,b'living',1
Clinton_1999.txt,b'redwoods',1
Clinton_1999.txt,b'reminds',1
Clinton_1999.txt,b'ease',2
Clinton_1999.txt,b'accountable',2
Clinton_1999.txt,b'grant',1
Clinton_1999.txt,b'prevent',3
Clinton_1999.txt,b'wherever',1
Clinton_1999.txt,b'older',1
Clinton_1999.txt,b'stronger',2
Clinton_1999.txt,b'struck',1
Clinton_1999.txt,b'defend',2
Clinton_1999.txt,b'tobacco',6
Clinton_1999.txt,b'Washington',1
Clinton_1999.txt,b'canyons',1
Clinton_1999.txt,b'confidence',1
Clinton_1999.txt,b'Fund',1
Clinton_1999.txt,b'lost',3
Clinton_1999.txt,b'it',30
Clinton_1999.txt,b'part',4
Clinton_1999.txt,b'poverty',2
Clinton_1999.txt,b'programs',4
Clinton_1999.txt,b'My',5
Clinton_1999.txt,b'America',33
Clinton_1999.txt,b'surplus',10
Clinton_1999.txt,b'really',3
Clinton_1999.txt,b'extended',3
Clinton_1999.txt,b'twice',2
Clinton_1999.txt,b'Harriet',1
Clinton_1999.txt,b'discounts',1
Clinton_1999.txt,b'real',2
Clinton_1999.txt,b'Indian',1
Clinton_1999.txt,b'defined',1
Clinton_1999.txt,b'Jordan',1
Clinton_1999.txt,b'spur',1
Clinton_1999.txt,b'massive',1
Clinton_1999.txt,b'II',1
Clinton_1999.txt,b'either',2
Clinton_1999.txt,b'partisan',1
Clinton_1999.txt,b'summer',3
Clinton_1999.txt,b'communities',13
Clinton_1999.txt,b'Americas',4
Clinton_1999.txt,b'thanks',1
Clinton_1999.txt,b'early',3
Clinton_1999.txt,b'payment',1
Clinton_1999.txt,b'middle',1
Clinton_1999.txt,b'bill',2
Clinton_1999.txt,b'enforcement',1
Clinton_1999.txt,b'union',2
Clinton_1999.txt,b'crucial',1
Clinton_1999.txt,b'especially',3
Clinton_1999.txt,b'opportunity',9
Clinton_1999.txt,b'came',6
Clinton_1999.txt,b'millions',8
Clinton_1999.txt,b'Ling',1
Clinton_1999.txt,b'sector',3
Clinton_1999.txt,b'realize',1
Clinton_1999.txt,b'thrive',1
Clinton_1999.txt,b'30',2
Clinton_1999.txt,b'hands',3
Clinton_1999.txt,b'give',11
Clinton_1999.txt,b'Africa',2
Clinton_1999.txt,b'did',1
Clinton_1999.txt,b'bold',1
Clinton_1999.txt,b'fellow',3
Clinton_1999.txt,b'From',2
Clinton_1999.txt,b'together',8
Clinton_1999.txt,b'devastated',2
Clinton_1999.txt,b'now',17
Clinton_1999.txt,b'districts',4
Clinton_1999.txt,b'smaller',1
Clinton_1999.txt,b'delay',1
Clinton_1999.txt,b'three',2
Clinton_1999.txt,b'connecting',1
Clinton_1999.txt,b'thousands',4
Clinton_1999.txt,b'heart',1
Clinton_1999.txt,b'expansion',1
Clinton_1999.txt,b'defining',1
Clinton_1999.txt,b'concerns',1
Clinton_1999.txt,b'significantly',1
Clinton_1999.txt,b'quickly',1
Clinton_1999.txt,b'There',2
Clinton_1999.txt,b'children',22
Clinton_1999.txt,b'invest',6
Clinton_1999.txt,b'heat',1
Clinton_1999.txt,b'recent',1
Clinton_1999.txt,b'December',1
Clinton_1999.txt,b'gains',2
Clinton_1999.txt,b'dare',1
Clinton_1999.txt,b'emphysema',1
Clinton_1999.txt,b'endure',1
Clinton_1999.txt,b'needs',3
Clinton_1999.txt,b'housing',1
Clinton_1999.txt,b'math',1
Clinton_1999.txt,b'initiatives',2
Clinton_1999.txt,b'powerful',1
Clinton_1999.txt,b'resolve',1
